,Genotype,Incubation.Temp,Incubation.Temp:Genotype,Residuals
novel:OW982291.1_7006,0,0.714926574000451,0.144343698406124,0.140729727593425
novel:OW982291.1_7260,0.190524380977363,0.723758476331769,0,0.0857171426908681
novel:OW982292.1_10364,0,0,0,1
known:OW982292.1_10416,0,0,0.69718553935886,0.30281446064114
novel:OW982292.1_8715,0.0478313916459829,0.856931439231213,0,0.0952371691228043
known:OW982292.1_8979,0,3.496354773522e-18,0.632009264356184,0.367990735643816
known:OW982292.1_8980,0,1.03126053333701e-10,0.646821484044639,0.353178515852235
known:OW982292.1_9046,0.0709437686318731,0.69120684156533,0.0303982851591201,0.207451104643676
known:OW982292.1_9221,0.125989136690427,0.347885465958975,0.393311468278537,0.13281392907206
known:OW982292.1_9226,0,0.131710672696893,0,0.868289327303107
novel:OW982292.1_9415,0,0.799821119838575,0,0.200178880161425
known:OW982292.1_9450,0,0,0,1
known:OW982292.1_11552,0.21852161742016,0.733009262998134,0,0.0484691195817065
novel:OW982293.1_13080,0.215186075076167,0,0,0.784813924923833
novel:OW982293.1_13144,0,0.833314129457185,0,0.166685870542815
known:OW982293.1_12063,0,0,0,1
known:OW982293.1_12064,0,0,0,1
known:OW982293.1_13413,0,0.319843813804086,0,0.680156186195914
known:OW982293.1_13414,0,0,0,1
novel:OW982293.1_13427,0.0660578482718541,0.504267491284914,7.72305547152243e-09,0.429674652720177
known:OW982293.1_13826,0,0.403705275699844,0.295182389076867,0.301112335223289
novel:OW982293.1_13839,0,0,0,1
novel:OW982293.1_13890,3.16973159218075e-09,0.546765135923312,0.363189424922763,0.0900454359841936
novel:OW982293.1_12561,0,0.63137297023094,0,0.36862702976906
novel:OW982293.1_14451,0,0.32909626922809,0,0.67090373077191
novel:OW982293.1_12779,0,0,0.321794400176797,0.678205599823203
known:OW982293.1_14549,0.00343411169868088,0.843697650329383,0.120439402645268,0.0324288353266681
known:OW982293.1_14552,0,0,0,1
known:OW982294.1_45535,0,0,0,1
novel:OW982294.1_43852,0,0.509559569557404,0.13747062835446,0.352969802088136
known:OW982294.1_44233,0,0.126234867543183,0,0.873765132456817
known:OW982294.1_44316,0.6445014339122,0,0.192244388634855,0.163254177452945
novel:OW982294.1_44395,1.89329496794334e-09,0.0399254173607482,0,0.960074580745957
known:OW982294.1_44435,0.14238138142452,1.10945103865682e-10,6.49638299228901e-10,0.857618617814897
known:OW982294.1_44437,0,0,0,1
known:OW982294.1_44439,0,0.158818134731419,0,0.841181865268581
novel:OW982294.1_46254,0,5.2480000663636e-10,0.688381107505771,0.311618891969429
known:OW982294.1_44887,0.416895628145715,0.301620477883172,0.184759706019653,0.0967241879514609
known:OW982294.1_44888,0.379361117987179,0.395446592074063,0.0639811745131354,0.161211115425623
known:OW982294.1_45095,0.765372470407542,0.126667473917271,0,0.107960055675186
novel:OW982294.1_45097,0,0,0.733597740856546,0.266402259143454
known:OW982294.1_46496,0.135713950957503,0.445807829388457,0,0.41847821965404
novel:OW982295.1_14863,0,0,0,1
novel:OW982295.1_15424,0,0.558745389633674,0,0.441254610366326
novel:OW982295.1_16736,0,0,0,1
known:OW982295.1_16939,0,0,0,1
novel:OW982295.1_15749,7.68734702806264e-12,1.08741443583573e-09,0.974832690985934,0.0251673079189638
novel:OW982295.1_17096,0,0,0.871502909903665,0.128497090096335
known:OW982295.1_17122,0.322345399709216,0.374995799478295,0.0153977415123512,0.287261059300138
known:OW982295.1_17129,0.0251288101018815,0.6088634965876,0.321528023787674,0.0444796695228448
novel:OW982296.1_17269,0.0513064421697443,0.907237573963388,0,0.0414559838668679
known:OW982296.1_17568,0,0.873341089854948,0,0.126658910145052
known:OW982296.1_17769,0.285639583840387,0.693960123174049,0,0.0204002929855642
known:OW982296.1_17770,0.463295527913223,4.27788810056993e-09,0.410533018310689,0.1261714494982
novel:OW982296.1_17909,0,0.316525401669701,0.0216861418469526,0.661788456483347
novel:OW982296.1_20196,0,0,0.57400367633915,0.42599632366085
novel:OW982296.1_20257,0,0.86056190254009,0.00976049098964356,0.129677606470266
known:OW982296.1_20355,0,0.534157554628435,0.261180916177097,0.204661529194468
known:OW982296.1_20356,0.0726091834091448,0.71586772100768,0,0.211523095583176
novel:OW982297.1_21579,0,0.826055909413656,0.0380359701988976,0.135908120387447
known:OW982297.1_20532,0.433551596420614,0.2976697473118,0,0.268778656267586
known:OW982297.1_20558,0,0.110186283139882,1.71599472203717e-09,0.889813715144123
novel:OW982297.1_22048,0,0,0.808903881845317,0.191096118154683
novel:OW982297.1_22163,0,0.490272052305874,0,0.509727947694126
known:OW982297.1_22176,0,0,0,1
novel:OW982297.1_22208,0,0.694530255523475,0,0.305469744476525
known:OW982297.1_22209,0.0337434029326567,0.74499253733979,0,0.221264059727554
known:OW982297.1_22337,0,0.653242825112459,0,0.346757174887541
known:OW982297.1_21451,0,0.560980935120606,0,0.439019064879394
novel:OW982297.1_22547,0,0.946762728635661,0,0.0532372713643388
known:OW982298.1_23877,0.102552928626707,0.81508051848488,2.08255755684907e-09,0.0823665508058555
novel:OW982298.1_24178,1.9768939380983e-10,0,0.267318770581263,0.732681229221048
known:OW982298.1_24281,0,0,0,1
known:OW982298.1_24282,0,0,0,1
novel:OW982298.1_24345,0,0,0.0158934428778863,0.984106557122114
novel:OW982298.1_24354,1.30824605739308e-10,0,0,0.999999999869175
novel:OW982298.1_24470,0,0.257274501868643,0,0.742725498131357
known:OW982298.1_23371,0,0,0,1
known:OW982298.1_24494,0.284678822822147,0.633467776473363,0,0.0818534007044904
known:OW982298.1_23475,0,5.79279939590332e-10,0.639751563825991,0.360248435594729
known:OW982298.1_23583,0,0.225115510712714,0.361783034328395,0.41310145495889
novel:OW982299.1_25711,0,3.95737229026832e-09,0.891481148291849,0.108518847750779
known:OW982299.1_26062,0.0227499796482185,0.203457376204067,0,0.773792644147714
known:OW982299.1_25336,0.364204057117644,0.356495977776308,2.04265853387427e-10,0.279299964901782
novel:OW982299.1_26240,3.68792811360508e-10,0.565367697297938,0.338145415367994,0.0964868869652754
known:OW982300.1_28095,0,0.19906206317617,0,0.80093793682383
novel:OW982300.1_28100,0.127254839759014,0.294919101197184,0,0.577826059043802
novel:OW982300.1_27462,0,0.493656883657281,4.73349215307649e-10,0.50634311586937
known:OW982300.1_28198,0.359685684087779,0.407368853546116,0,0.232945462366105
known:OW982300.1_27483,0,0.593039215490406,0,0.406960784509594
known:OW982300.1_28199,0.11619484811163,0,0,0.88380515188837
known:OW982300.1_28277,0,1.28924361793444e-09,0.514709816917482,0.485290181793275
known:OW982300.1_28279,0,0,0,1
known:OW982300.1_28718,0,0.171147499997929,0,0.828852500002071
novel:OW982301.1_28870,0,0.647816850122968,0,0.352183149877032
known:OW982301.1_29999,0,0.39544954744849,0.222332229759364,0.382218222792146
known:OW982301.1_30000,0,0.098592259871746,0.314417492827591,0.586990247300663
known:OW982301.1_30001,0,0.1030835635694,0.634954172457613,0.261962263972988
novel:OW982301.1_30007,0,0,0.695345133693495,0.304654866306505
known:OW982302.1_30791,0,0,0,1
novel:OW982302.1_30840,3.82262842865009e-10,0.633373435177587,0.284987431569566,0.0816391328705841
known:OW982302.1_30394,0,0.866517934246268,0,0.133482065753731
known:OW982302.1_31021,0.720981576213016,0.158409789636847,0.0471581504796852,0.073450483670452
novel:OW982302.1_30532,0,0,0.451418493760489,0.548581506239511
known:OW982302.1_30549,0,0,0.867568708915078,0.132431291084922
novel:OW982302.1_30555,0,0.708288509506481,0.188005014471072,0.103706476022447
novel:OW982303.1_32127,0,0,0,1
novel:OW982303.1_32745,0,0.432136150366247,0.325036316000795,0.242827533632957
known:OW982303.1_32813,0,7.22666515359462e-17,0.771454508380062,0.228545491619938
known:OW982303.1_32815,0.196449018140467,0.406656423361851,0,0.396894558497682
novel:OW982303.1_32885,0,0,0,1
known:OW982303.1_32887,0,0,0,1
known:OW982303.1_32888,0,3.47132492315927e-10,0,0.999999999652867
known:OW982303.1_32889,0,0,0,1
known:OW982303.1_32504,0.00335065981967556,2.83941632024605e-08,0.819064549295796,0.177584762490366
known:OW982303.1_32506,0,0.405251045552915,0.351568831830445,0.24318012261664
novel:OW982303.1_32508,0,0,0,1
novel:OW982303.1_32646,0,0,0,1
novel:OW982303.1_33145,0.289853132131869,0.0368239054150281,0,0.673322962453103
known:OW982304.1_31272,0.123783023233441,0,0,0.876216976766559
novel:OW982304.1_32046,0.285860683459059,0,0,0.714139316540941
known:OW982304.1_31734,0,0,0,1
novel:OW982304.1_31742,0,0.0949544436710221,0.204250409515047,0.700795146813931
novel:OW982305.1_26408,0,0,0.171265049212461,0.828734950787539
known:OW982305.1_26500,0,0.827054179214418,0,0.172945820785582
known:OW982305.1_26994,0.426087461533618,0,0,0.573912538466382
known:OW982305.1_26995,0,0.710210853437197,0.187443983827787,0.102345162735016
known:OW982305.1_26998,0,0,0,1
known:OW982305.1_26999,0.381896242638666,0,0,0.618103757361334
known:OW982305.1_27002,0,0.693804986144715,0.00829103712553634,0.297903976729748
known:OW982305.1_27003,0.14789203066951,1.63610464763887e-10,0,0.852107969166879
known:OW982305.1_27007,0,0,0,1
known:OW982306.1_33257,0.227509758980756,0.093671517916977,0,0.678818723102267
known:OW982306.1_33979,0,0.117538107990144,1.10798779967629e-10,0.882461891899057
known:OW982306.1_33980,0,0.117538107990144,1.10798779967629e-10,0.882461891899057
known:OW982306.1_33991,0.0263954732178956,0.810399620867121,0,0.163204905914984
known:OW982306.1_33992,0.0272209617804367,0.808344645211939,0,0.164434393007624
novel:OW982306.1_33995,0.0343003971722701,0.39115016454612,5.47482268709016e-10,0.574549437734128
known:OW982306.1_33997,0.708942131035546,0,0.162771187362797,0.128286681601657
known:OW982306.1_34000,0.672082197174075,0,0,0.327917802825925
novel:OW982306.1_33312,0,0,0.763285429745215,0.236714570254786
known:OW982306.1_34006,0.0618376191113648,0.509027704972617,0.353106702840405,0.0760279730756134
novel:OW982306.1_34052,0,0.421008429064801,0,0.578991570935199
novel:OW982306.1_33361,0,0.332963813566735,0.0513660850421319,0.615670101391133
novel:OW982306.1_33456,0,0,0,1
novel:OW982306.1_33626,0,0.353852366442568,0.283114610023326,0.363033023534106
known:OW982307.1_34333,0,0,0,1
novel:OW982307.1_34369,0,0,0,1
novel:OW982307.1_34905,0,0.573841315477621,0,0.42615868452238
novel:OW982307.1_34911,0,0.0798927362216375,0.174711851287589,0.745395412490773
novel:OW982307.1_34924,0,0.570535021245446,1.68386324081446e-10,0.429464978586168
known:OW982307.1_35049,0.413272335363679,0,0,0.586727664636321
novel:OW982307.1_34694,0.032646264218105,0.8159664553786,0.011408871477207,0.139978408926088
known:OW982308.1_38879,0.0942315727172196,0.817134562019679,5.32096923227163e-10,0.0886338647310046
known:OW982308.1_38882,0,0.0207758190163423,0.857976711622274,0.121247469361384
known:OW982308.1_38897,2.69288383867592e-10,0.902276584482034,0,0.0977234152486781
novel:OW982308.1_39397,0,0.825791846316736,0,0.174208153683264
known:OW982309.1_35784,0.0559469672279475,0.767232684304738,0.110680013984313,0.0661403344830014
known:OW982309.1_35786,0,0.79504567841065,0,0.20495432158935
known:OW982309.1_35790,0,0.778701033469971,0.073142043571064,0.148156922958965
known:OW982309.1_35792,0,0,0,1
known:OW982309.1_35350,0,0,0,1
known:OW982309.1_35362,0.142304606590601,0,4.36142931527724e-10,0.857695392973256
known:OW982309.1_35397,2.08225211670776e-20,0.14273295009611,0,0.85726704990389
novel:OW982309.1_35441,0.0807947463665713,0.336197382944963,1.44095206319385e-09,0.583007869247514
novel:OW982309.1_35586,0,0,0,1
novel:OW982310.1_37256,0,0.0774578117043893,0.148664609890899,0.773877578404712
known:OW982310.1_37730,0.278181336760185,3.96336273353586e-09,1.9136182882224e-07,0.721818467914623
known:OW982310.1_37733,0,0.912304552507576,0.0686941075624979,0.0190013399299255
known:OW982311.1_36363,0,0,0.96927473410631,0.0307252658936904
known:OW982311.1_36874,3.34638246325531e-10,0,0.0219300958128757,0.978069903852486
known:OW982311.1_36384,0,0,0,1
novel:OW982311.1_36895,1.16265649599086e-10,0.414866126301691,0,0.585133873582044
novel:OW982311.1_36518,0.135320339617573,0,0,0.864679660382427
known:OW982311.1_36985,3.20648969583034e-08,0,0.240463483629905,0.759536484305198
known:OW982311.1_36636,0,0,0,1
known:OW982311.1_36638,0,0,0.507080585582935,0.492919414417065
novel:OW982312.1_37839,0,0.573355996044284,0,0.426644003955716
novel:OW982312.1_38376,0,0.133693153381529,0,0.866306846618471
novel:OW982312.1_37957,0,0,0.946969309843148,0.0530306901568522
known:OW982312.1_38440,0,0,0,1
known:OW982312.1_38000,8.40750509498845e-08,0.24758431957131,1.55567032953717e-09,0.752415594797968
known:OW982312.1_38543,0,0.111856827623565,1.5262541345794e-10,0.888143172223809
known:OW982312.1_38546,0,0,0,1
known:OW982312.1_38160,0.252350442000586,0.141478013968043,2.58339443612783e-09,0.606171541447977
known:OW982313.1_39842,0,0.891658629779833,0,0.108341370220167
known:OW982313.1_39873,0.37552633707364,0,0,0.62447366292636
novel:OW982313.1_39729,0,0,0.53571916356914,0.46428083643086
known:OW982314.1_40988,0.36496873619759,0.253141879294285,0,0.381889384508126
known:OW982314.1_40990,0,0,0,1
known:OW982314.1_41004,0.192376833258532,2.42317325631898e-10,0,0.80762316649915
novel:OW982315.1_40718,0,0.729915296404563,0,0.270084703595437
known:OW982315.1_40523,0,0.918782082097004,0,0.0812179179029957
novel:OW982315.1_40541,0,0,0.812766899115005,0.187233100884995
known:OW982315.1_40545,0.209101148643197,0.632012317380116,0,0.158886533976687
known:OW982315.1_40548,0,0,0.668059883216157,0.331940116783843
novel:OW982316.1_42271,0,0.783554791200409,0,0.216445208799591
novel:OW982316.1_42309,0,0.0883673516632787,0,0.911632648336721
novel:OW982316.1_42310,0,0.112749933106114,0,0.887250066893886
novel:OW982316.1_42312,0,0.61620004519686,0.162958806240827,0.220841148562312
known:OW982316.1_42151,0.0532625583323116,0.753381134655837,0.0157713034547341,0.177585003557118
known:OW982316.1_42152,0.0532625583323116,0.753381134655837,0.0157713034547341,0.177585003557118
known:OW982317.1_41863,0,0,0,1
known:OW982317.1_41865,0.0188908578828126,0,0,0.981109142117187
known:OW982317.1_41877,0,0.838901399137334,0,0.161098600862666
known:OW982317.1_41916,0.184865406460031,0.15594107525127,0,0.659193518288699
known:OW982317.1_41918,0,0,0.53753472686484,0.46246527313516
novel:OW982317.1_41730,0,0.84527504223354,0.048260916884137,0.106464040882323
novel:OW982317.1_41751,0,0.671352247296946,0,0.328647752703054
novel:OW982317.1_41789,0,0,0.173288075331271,0.826711924668729
novel:OW982318.1_43086,0,0.0572664996771294,0.346069945006383,0.596663555316488
known:OW982318.1_43175,0.550821870100152,0.0401720317470725,0.329363543552952,0.079642554599824
novel:OW982318.1_42875,0,0.198049658711275,0,0.801950341288725
novel:OW982319.1_40064,0,0,0,1
known:OW982319.1_40269,0,0.909395701325725,0,0.0906042986742752
novel:OW982319.1_40314,1.01297301815442e-09,0,0.390385820016189,0.609614178970838
novel:OW982319.1_40347,0,0.741855982183634,0,0.258144017816366
novel:OW982319.1_40349,0,0,0,1
novel:OW982319.1_40350,0,0,0,1
novel:OW982319.1_40159,0,0.21943233181084,0,0.78056766818916
novel:OW982319.1_40366,0,0,0,1
novel:OW982320.1_41483,0.0197412718576101,0.616670431775355,0,0.363588296367035
novel:OW982320.1_41282,0,0.692397473425282,0,0.307602526574718
novel:OW982320.1_41385,0.132814033989898,0,0,0.867185966010102
novel:OW982321.1_43195,0,0,0.883459888464177,0.116540111535823
novel:OW982321.1_43500,0,0,0,1
novel:OW982322.1_46516,0.235872095716024,0,0.0785852982497487,0.685542606034227
known:OW982324.1_46568,0.140980663179142,0.374098067437587,0,0.484921269383272
novel:OW982326.1_36224,4.61682341703549e-10,0,0,0.999999999538318
