genes,logFC,logCPM,F,PValue,FDR
novel:OW982293.1_13890,-1.38292270029598,8.76780642923779,33.1359701902824,0.00314389075289981,0.144508156623246
known:OW982308.1_38879,-2.11834524606206,12.3024372331131,32.0730660793694,0.00335732865954963,0.144508156623246
novel:OW982320.1_41483,-1.65362884726499,8.58798425369028,29.5046964611761,0.00396811552970609,0.144508156623246
novel:OW982291.1_6827,-4.53904345634033,6.17772587192223,28.9122019363778,0.0041316878425946,0.144508156623246
known:OW982293.1_13826,-1.96228534629711,13.9849547756399,25.143503808615,0.00544242790734634,0.144508156623246
known:OW982315.1_40523,-1.88661882893967,8.80020069969737,22.3659561092979,0.00683098925168459,0.144508156623246
novel:OW982291.1_5831,-1.71522639340137,8.23509809030635,22.2899183537415,0.00687592965329278,0.144508156623246
known:OW982298.1_24282,2.04183374729857,6.34606973192185,21.7184655757479,0.0072277845888888,0.144508156623246
known:OW982298.1_24281,1.94346782805031,6.41893417030851,21.5641676955681,0.00732725290280913,0.144508156623246
novel:OW982315.1_40718,2.3167950757764,4.92343370373955,20.8847602551301,0.00778966634141248,0.144508156623246
novel:OW982326.1_36224,1.94610832148232,5.82677962495113,20.5055021313655,0.00806635814194987,0.144508156623246
known:OW982317.1_41918,0.839401714297767,9.60574635444233,19.485309808471,0.00888522737504437,0.144508156623246
known:OW982311.1_36363,0.752906666785857,11.1730824940006,19.0486089665761,0.00927285509833003,0.144508156623246
known:OW982292.1_11552,-0.967248596829355,15.9383111122769,18.8067035399573,0.00949818869824149,0.144508156623246
novel:OW982291.1_3027,-1.90679022392479,4.60775155346855,17.4923428118142,0.010872817419012,0.15439400734997
known:OW982306.1_33997,0.848101515305132,12.2487652160352,16.8546806773885,0.0116453883451567,0.155029232344898
novel:OW982293.1_14451,-1.44022861281836,8.70344017342517,13.3335323662101,0.0177693034030556,0.21313278341407
known:OW982294.1_44316,-0.809371900701087,13.6988122566123,12.6540149999651,0.0194749715859294,0.21313278341407
novel:OW982291.1_6374,-3.15851406671676,5.40899489541848,12.5615503126412,0.019725251815458,0.21313278341407
known:OW982314.1_40988,0.691916067936768,11.0585495921078,12.2426075533872,0.0206252869443784,0.21313278341407
novel:OW982307.1_34694,0.780439334774565,12.2202744841562,12.1113350907546,0.0210130913225139,0.21313278341407
known:OW982308.1_38882,-1.10125910761014,6.63222515052037,10.8827593689688,0.0252167410883546,0.244143902355433
novel:OW982300.1_27993,4.14448661530519,5.07428658063481,13.3887109708742,0.0272979169628707,0.252802448395281
known:OW982291.1_2300,0.4684937239842,13.9440814547671,10.0844717367294,0.0286338256075436,0.254125202266949
novel:OW982303.1_32745,1.52373052251426,5.8470947563813,9.45145526394472,0.0318431780093547,0.271303876639702
novel:OW982299.1_26240,-1.83391275943898,6.92222558032134,9.12985953635723,0.033677104260609,0.275893200288835
known:OW982314.1_41004,0.4455091010598,13.9470572020523,8.91259560522166,0.035004224366422,0.27614443666844
known:OW982291.1_3058,1.40206290845265,6.37743277221364,8.53196622174151,0.0375195158677266,0.282325863020212
known:OW982294.1_45095,-0.601225580020045,16.8748842212946,8.40200035089716,0.0384387325238786,0.282325863020212
known:OW982294.1_46496,-1.15928892050658,5.87469869251828,7.79645064023359,0.0431851804871744,0.306614781458938
known:OW982302.1_30549,-0.686030188434213,12.1302191086262,7.58367640531522,0.0450567102264349,0.309583202523569
known:CALPDS010000378.1_48005,-0.590158069486686,16.8807094821149,7.34358946644815,0.0473137573929824,0.314932197647039
known:OW982306.1_34000,0.747978729323191,13.3801461894956,6.91934088442499,0.0517250184599648,0.325537395553612
known:OW982292.1_8979,1.08834886308212,6.62319157960783,6.76391349442189,0.0534920603022367,0.325537395553612
known:OW982292.1_8980,1.08834886308212,6.62319157960783,6.76391349442189,0.0534920603022367,0.325537395553612
novel:OW982293.1_13427,0.987877134254276,6.39104369161069,6.33467731947976,0.058855829414685,0.339887172312218
known:OW982293.1_12063,-1.03392821742254,6.1225023255424,6.17574888049792,0.0610423176932831,0.339887172312218
known:OW982293.1_12064,-1.03392821742254,6.1225023255424,6.17574888049792,0.0610423176932831,0.339887172312218
novel:OW982321.1_43195,-0.762945741187915,8.47031212759322,6.0926674047746,0.06223286253604,0.339887172312218
novel:OW982293.1_13080,2.20919442224077,4.95075667907044,5.209842781786,0.0772918071031168,0.411578872824097
novel:OW982294.1_45097,-0.847404314596552,6.70581783532563,5.08344316890392,0.0798768398034824,0.414969923857116
known:OW982324.1_46568,-0.831364859653059,6.5393517435817,4.94585296748994,0.082837621085487,0.41541566170386
known:OW982298.1_23475,-0.73162686083756,9.15031011002057,4.89986407181807,0.083863255649136,0.41541566170386
novel:OW982315.1_40541,-0.799116543582622,5.63072575633427,5.34935401536075,0.0886998935815613,0.418387379245905
known:OW982305.1_26500,0.778742430134473,6.33163182392424,4.5491723840627,0.0923367667002553,0.418387379245905
novel:OW982291.1_4950,-1.097260729121,5.75845746449277,4.53534512742772,0.0926963107505654,0.418387379245905
novel:OW982305.1_26408,-1.07178316681689,5.39751016032649,4.48438421453243,0.0940393890864238,0.418387379245905
novel:OW982316.1_42309,-1.74947837060065,5.03480276550809,8.93718166889849,0.0942844798300632,0.418387379245905
known:OW982291.1_2499,0.544038551960291,11.1527296246717,4.02233384265633,0.107644396793899,0.461270621832214
novel:OW982291.1_4949,-0.948348567707644,5.76582201505537,3.87134635690315,0.112724677675455,0.461270621832214
known:OW982305.1_26995,0.4698693298203,8.68117157546155,3.87035992704289,0.112759026178862,0.461270621832214
known:OW982291.1_73,0.551368929177882,9.46670207447914,3.81860260248394,0.114583250669447,0.461270621832214
novel:OW982291.1_7006,-0.629852872345426,7.35667860847991,3.81319798389013,0.114776258014588,0.461270621832214
known:OW982317.1_41916,0.840459347356481,11.0278499733914,3.69776868430789,0.119016251042235,0.468938161269491
known:OW982310.1_37730,0.597577002469909,7.18154012749407,3.6435794200975,0.121087318637662,0.468938161269491
known:OW982306.1_33979,1.14569838323667,6.85727574691485,3.4829871490263,0.12754947261234,0.476632239761903
known:OW982306.1_33980,1.14569838323667,6.85727574691485,3.4829871490263,0.12754947261234,0.476632239761903
known:OW982317.1_41877,0.969278001543007,5.12594702716142,3.27168985726238,0.136863986939024,0.495441406569248
novel:OW982306.1_34052,-0.854130707824927,5.93333140225261,3.25959251032242,0.137427673839729,0.495441406569248
known:OW982293.1_14549,0.596145310589062,7.95932444401688,3.21239226184169,0.139660487323159,0.495441406569248
novel:OW982298.1_24345,0.389761276335294,8.95858383840839,3.14971308988065,0.142710274446973,0.495441406569248
novel:OW982295.1_15424,0.73741671025255,5.39927576859941,4.16238029069329,0.152732116871449,0.495441406569248
known:OW982292.1_9450,0.997091513429932,4.98662621935438,3.12396449898691,0.153553525385909,0.495441406569248
novel:OW982317.1_41730,0.851989394095402,5.83433047109049,2.90213962914581,0.155785965486204,0.495441406569248
known:OW982318.1_43175,-0.579037689199641,7.0380630236939,2.89457357887317,0.156213495457405,0.495441406569248
known:OW982316.1_42151,-0.392236241885226,8.96160995795113,2.88566289251662,0.156719269932622,0.495441406569248
known:OW982316.1_42152,-0.392236241885226,8.96160995795113,2.88566289251662,0.156719269932622,0.495441406569248
novel:OW982296.1_19394,-0.777461373967738,4.97034727129775,4.67372473924273,0.159801119914539,0.495441406569248
known:OW982309.1_35397,-1.07631145278666,5.75754624403991,2.82047986745773,0.160495103536517,0.495441406569248
known:OW982302.1_31021,-0.550309980517646,7.04814872514407,2.6234984825973,0.172777068937951,0.525735938339767
known:OW982291.1_77,0.682203517862306,9.69239170545259,2.57741292189384,0.175855275959574,0.527565827878721
known:OW982296.1_17769,0.570720444862836,6.88165068351151,2.52455614349628,0.179489051610968,0.530988444349113
known:OW982304.1_31272,-0.876240050835498,5.45389211017792,3.83300656922874,0.18849489777956,0.549991962014334
known:OW982309.1_35362,0.417163370260548,7.92298122308302,2.34942354101503,0.192379467839111,0.553740900672035
novel:OW982313.1_39729,-0.556073093027547,8.54742193649586,2.23256800902215,0.20178134581481,0.573059022114061
known:OW982291.1_6991,0.293970969190421,10.941641682431,2.19777074144377,0.204716993365342,0.573746310352865
