miRNA.ID,logCPM,logFC.38vs33,F.38vs33,PValue.38vs33,FDR.38vs33,logFC.43vs38,F.43vs38,PValue.43vs38,FDR.43vs38,logFC.43vs33,F.43vs33,PValue.43vs33,FDR.43vs33
known:OW982291.1_73,10.4093776238583,-0.312166948721588,1.97167580204985,0.18224068349785,0.422113036136046,-0.808969093574206,21.464394255896,0.000395631160473125,0.00670100278051355,-1.12113604229579,23.8164482709536,0.000248871957258138,0.00192698001191301
known:OW982291.1_77,10.269849804314,0.418476627093207,2.14164753344418,0.165615165898692,0.400729553201299,-0.541629711950903,6.53536107156501,0.0229443826813046,0.0956640542249322,-0.123153084857696,0.188453537819795,0.670876202407052,0.773648727031112
known:OW982291.1_814,4.49368696952191,-0.251356513758365,0.0832054866582827,0.777260659348698,0.913569405695632,0.586744865378874,1.00373322950588,0.333549001914602,0.538988790295446,0.335388351620509,0.159742303575683,0.695474067596522,0.791905345876712
known:OW982292.1_10416,12.748040511285,-0.284165985502657,4.02930456588374,0.0645884763879804,0.244051114909508,-0.0303177415474912,0.0796190456749065,0.781976380161934,0.911893966983291,-0.314483727050148,4.94573664748758,0.0432685848854721,0.0961130041308437
known:OW982292.1_11552,12.2540252442149,-0.00545343327197662,0.00026735284376045,0.987187045341773,0.987505236723686,4.05175640863568,182.667942925064,2.21877902643262e-09,6.01289116163241e-07,4.04630297536371,95.8258712684553,1.30580517065678e-07,2.23446156268348e-05
known:OW982292.1_8979,6.67427477180833,-1.25461599232922,7.1685337021911,0.0181383473117293,0.111715730033605,-0.273407119185434,0.506753519453396,0.488336134189314,0.675199450843389,-1.52802311151465,9.4450332024866,0.0083260688576729,0.0250707184492151
known:OW982292.1_8980,6.66835132831977,-1.28463085744752,7.65979016035424,0.0152054444416701,0.100504279114453,-0.256019587831178,0.45395651685084,0.511522390469103,0.689664516503118,-1.5406504452787,9.82260082016481,0.00738153327806894,0.0232604130041475
known:OW982292.1_9046,12.5161930615151,-0.0467035147868395,0.105716965290548,0.749921203894964,0.90727074221221,0.293236230119378,7.26745141548282,0.017498376719247,0.0842594562530947,0.246532715332538,2.88776411790713,0.111536527592362,0.201876812423927
known:OW982292.1_9221,10.9792066454002,0.172665073761229,0.864947919765894,0.368245053624611,0.635633181734202,-0.554937734425919,15.211761239868,0.00162424096866428,0.0151782518106214,-0.382272660664691,4.10875473964691,0.0623092797017349,0.126961013527595
known:OW982292.1_9226,10.6333056258475,-0.189575530493189,1.15302872421918,0.301222587294508,0.574868458850787,0.165226148025928,1.5327371134942,0.236226585855946,0.457267176906867,-0.0243493824672614,0.0188564324740169,0.892750125935897,0.919906023302768
known:OW982292.1_9450,5.65947330165134,0.32667558990169,0.269704920951658,0.611708180151838,0.816615353798759,0.348999000123653,0.673771644520437,0.425607989208014,0.622410924855871,0.675674590025343,1.1956037639613,0.292808958319478,0.442870397944959
known:OW982293.1_12063,5.26304960403721,0.18852536671243,0.0697498054025332,0.795580737063355,0.913569405695632,0.421778760515491,0.669070696799254,0.427189786063439,0.622410924855871,0.610304127227921,0.723256172930949,0.409503501116213,0.560482064659059
known:OW982293.1_12064,5.26304960403721,0.18852536671243,0.0697498054025332,0.795580737063355,0.913569405695632,0.421778760515491,0.669070696799254,0.427189786063439,0.622410924855871,0.610304127227921,0.723256172930949,0.409503501116213,0.560482064659059
known:OW982293.1_13413,6.43767018255248,-0.55945542431946,1.53460553956774,0.235955525492189,0.503495648884907,-0.563881461437966,2.49583308060839,0.136651789271695,0.311198612543103,-1.12333688575743,6.07811016112254,0.0273485429058059,0.0664123280798816
known:OW982293.1_13414,6.79530837259932,-0.247925643351158,0.360644411888118,0.557823874376172,0.784689183240115,-0.0883979686935622,0.0800161427009834,0.781448642455989,0.911893966983291,-0.33632361204472,0.682539206202751,0.422682593192218,0.572734913775455
known:OW982293.1_13826,9.60989644269114,0.606612514064925,5.63040986176798,0.0326468880233703,0.163839012117284,0.774231261744715,17.577379812892,0.000918991757136728,0.0113203075538206,1.38084377580964,29.1474954338657,9.65195440038868e-05,0.00124556173452635
known:OW982293.1_14549,7.80874359006194,-0.529986544297628,4.54870283131671,0.0512855045442835,0.220609075103188,-0.77520208493232,15.7247978963807,0.00142956853481096,0.014275952823376,-1.30518862922995,28.1348179152955,0.000114422337536993,0.00134819362924022
known:OW982293.1_14552,6.5057072567529,-0.772474346461239,2.33351897666362,0.149069578094361,0.400729553201299,0.0659714923831505,0.0291997524045425,0.866783629344002,0.95100552045435,-0.706502854078088,2.02952317300507,0.17635536152155,0.28790543959241
known:OW982294.1_44233,7.69778303131794,-0.0221571959215804,0.00690051582716313,0.934982045057259,0.967345317397203,0.212977914727021,1.20274140739467,0.291430274753844,0.496714493448376,0.190820718805441,0.524930715854603,0.480776741227778,0.619999161318294
known:OW982294.1_44316,11.6164060264619,0.323625153415106,3.43298583927759,0.0852774673132241,0.275121352879568,0.139975599707416,1.1508004638052,0.30167210597469,0.507783482727583,0.463600753122522,7.10826958452234,0.0185415687247659,0.0483150492731881
known:OW982294.1_44435,16.5771848484208,0.013662172657761,0.00762681639884734,0.931654820008121,0.967345317397203,0.106844903253024,0.81061141763274,0.383289046777262,0.593550466723646,0.120507075910785,0.58237781223869,0.458151839420237,0.605654382843337
known:OW982294.1_44437,11.8719171749451,0.0457915241165512,0.0438676943397591,0.837141675976123,0.945272475789705,0.0957719893753534,0.344090412402728,0.566892448475345,0.745766279304944,0.141563513491905,0.433003244369525,0.521279769285697,0.657054965006623
known:OW982294.1_44439,15.2506604694507,-0.0551432731394942,0.138431472980017,0.715461993557228,0.882775272940331,0.172279150445064,2.38473979779961,0.145005289497479,0.319483198811519,0.11713587730557,0.634844708739805,0.438995522696026,0.58778159193983
known:OW982294.1_44887,7.55219993419755,-0.513996296627281,3.23731754348733,0.0937406787882181,0.285435100579855,-0.525968328340428,5.0272600188403,0.0418107044129619,0.143426593619148,-1.03996462496771,12.4172478139684,0.00341022903589539,0.0130165080102486
known:OW982294.1_44888,6.98516068656245,-0.249638481346718,0.552918263197477,0.46952363339342,0.722959685509186,-0.785212488938879,8.19931595082741,0.0125978469779671,0.0711253443964394,-1.0348509702856,8.94513027102698,0.00979984250049209,0.0291841463476193
known:OW982294.1_45095,17.0335793790888,-0.314117351506182,4.32408515554901,0.0565960910284832,0.228918517443566,-0.0654774267264791,0.323648655679101,0.578509400759396,0.756098025600099,-0.379594778232661,6.2827347042353,0.0252657499937137,0.0628166811770312
known:OW982294.1_45535,5.3524082240444,-0.630796800826808,0.824961226963499,0.379227816571699,0.646356844597047,0.200604086865396,0.149996460312134,0.704410057755844,0.850625261730327,-0.430192713961411,0.433848714507638,0.520879469032663,0.657054965006623
known:OW982294.1_46496,6.06646618463982,-0.0586259238773914,0.0174651122099148,0.896757072301086,0.967345317397203,-0.841297217558533,5.88714398156887,0.0294752603940288,0.111672678167518,-0.899923141435925,4.01752873861982,0.0649346629755341,0.12978144199258
known:OW982295.1_16939,4.38833853109399,0.979554140183654,0.714547048664828,0.412267762014009,0.674198606760187,0.704162706664343,0.879896034781703,0.36426062819482,0.573922268841838,1.683716846848,2.29056825985618,0.152587299017039,0.258444737710111
known:OW982295.1_17122,10.3746096607354,0.208734517689286,0.980607605795494,0.338991877483206,0.610184585803273,0.380464017386534,6.08261375627113,0.0273005947080191,0.108800899498135,0.58919853507582,7.97596571623495,0.0136088892947683,0.0376327448865532
known:OW982295.1_17129,13.4490781643485,-0.576237097834618,13.5990219447873,0.00246694586777912,0.0318353490556258,-0.117067046162114,0.934903057074315,0.350132063562862,0.558151701326679,-0.693304143996732,18.8034163727437,0.000696439717548705,0.00376321287189431
known:OW982296.1_17568,11.7587708866145,1.28885259976577,26.165177331047,0.000161325889059236,0.0190987119670136,0.588309630496337,10.7850478229226,0.00548384010484855,0.037153016710349,1.87716223026211,54.948180715218,3.45297061733177e-06,0.000233938759324227
known:OW982296.1_17769,8.16503722408267,0.945069361293258,13.6545843474755,0.0024306008656894,0.0318353490556258,0.588599180525172,12.635961709465,0.00320800572287757,0.0248391300257092,1.53366854181843,36.7935185471412,3.01199235999665e-05,0.000544166619706061
known:OW982296.1_17770,9.50169244710869,0.445920153531462,3.84697719331115,0.0702049226675113,0.244128561575459,0.132581795721091,0.639676375309216,0.437297296105148,0.632555808512486,0.578501949252553,6.21773853148935,0.0259065900221811,0.0638244172364644
known:OW982296.1_20355,6.60504247762986,1.0527782899582,6.01952797482358,0.0279812947486773,0.145825593786376,0.734262884365881,6.65984567589164,0.0218924439278554,0.094172258800775,1.78704117432408,17.9145591951569,0.000850545232889748,0.00434901430402116
known:OW982296.1_20356,6.29193925403077,0.666160732775879,2.17727258444353,0.162375797239116,0.400729553201299,0.765281674133627,6.28785192584435,0.0252160860607424,0.101993422723301,1.43144240690951,10.5677351228531,0.00585753372587568,0.0193584346306379
known:OW982297.1_20532,3.91780910220699,-0.304059294674354,0.0737213370353104,0.789988620846344,0.913569405695632,-1.95670647036346,3.29920771873019,0.0909586542410044,0.223430343920915,-2.26076576503782,4.01091134056764,0.0651301701512577,0.12978144199258
known:OW982297.1_20558,6.65026573256267,-0.609417983152449,2.29699106747614,0.152054742215177,0.400729553201299,0.498072350030548,2.87585572175364,0.11221190139089,0.264429785016792,-0.111345633121901,0.0817897440651754,0.779108727784711,0.861789653998599
known:OW982297.1_21451,10.1798834850175,-0.0529650165213163,0.0990756520958459,0.75762175917699,0.908475649278604,0.226975078174554,3.25329096456958,0.0930129491774456,0.225058118098998,0.174010061653238,1.07275907409759,0.318024938777016,0.463358916175115
known:OW982297.1_22176,8.9279339269464,0.213384877512502,0.427867343740382,0.523723680960036,0.767184419136053,-0.185894501270322,0.603807521604242,0.450164836693521,0.642077214441812,0.0274903762421799,0.00730449698338974,0.933110741982396,0.953177469790314
known:OW982297.1_22209,9.98028782982525,-0.124031305322607,0.328751272423448,0.57556432535571,0.785367122242334,-0.860534607016503,26.3956076167123,0.000154831352528167,0.00373227286228723,-0.984565912339109,20.3948108776042,0.000493818121959617,0.00316345268379431
known:OW982297.1_22337,6.82915287336917,0.905532104355148,5.29792931996004,0.0373679326073872,0.18083410243932,0.222769408921652,0.72645481891339,0.408495503920747,0.618448500349288,1.1283015132768,8.41378363259109,0.0117080613405092,0.0327101507554431
known:OW982298.1_23371,5.64950552154394,0.79905753587327,1.59111210268402,0.227947358134842,0.490267730591604,0.201219592888979,0.215835650120255,0.649432209187419,0.803635290820962,1.00027712876225,2.46355179277482,0.139016337092445,0.241496329179825
known:OW982298.1_23475,7.26727923903288,0.483546376647411,1.48677079569879,0.243026376003288,0.510543782146443,0.689735046306698,5.73927205367511,0.0312555739843405,0.112936807330084,1.17328142295411,8.49666890149238,0.0113838422721298,0.0321690957848556
known:OW982298.1_23583,10.224686290434,-0.167678238866483,0.831377363912922,0.377432844857374,0.646356844597047,0.266856175775687,3.78068651722488,0.0723899990626751,0.202244224185412,0.0991779369092044,0.300906822599554,0.59202560851564,0.7067794709592
known:OW982298.1_23877,9.19449460633548,-0.14483829479848,0.385716587866623,0.544620445612799,0.776800740847729,-1.50487015640247,66.153415252585,1.19396393315554e-06,0.000101920145215663,-1.64970845120095,50.5531670324737,5.49982443954606e-06,0.000248408737186164
known:OW982298.1_24281,6.28706367925539,1.6760205668792,4.15910670151031,0.0609142594117811,0.239242960878155,-1.00532649707415,3.37979429217239,0.0874837501085409,0.220765608388609,0.67069406980505,0.566961131421087,0.464044531399068,0.610466349558968
