,NCT_48_38_33_101_smRNA_S34,NCT_48_38_33_102_smRNA_S35,NCT_48_38_38_61_smRNA_S45,NCT_48_38_38_62_smRNA_S46,NCT_48_38_43_51_smRNA_S32,NCT_48_38_43_52_smRNA_S33,RBC2_48_38_33_101_smRNA_S27,RBC2_48_38_33_102_smRNA_S28,RBC2_48_38_38_12_smRNA_S38,RBC2_48_38_38_14_smRNA_S39,RBC2_48_38_43_22_smRNA_S40,RBC2_48_38_43_24_smRNA_S41
known:OW982301.1_30000,10.8541828165752,11.0803030117231,10.5611096549994,10.8734318439284,10.1992178617323,11.1163008600047,11.3135477958046,10.8560691346994,10.904104298159,10.9971835164034,11.1530291772224,10.9172937756811
known:OW982301.1_30001,9.90871390881123,9.97802829330536,9.63001044558548,9.25974551582869,8.81845454375223,9.4141149851446,10.1122148519223,10.0859578048081,9.5391091459288,9.79677623871203,9.54150425152597,9.36332901221176
known:OW982302.1_30791,8.22545043646973,7.96000241375064,8.00753123296841,8.80655230612054,8.45639754162188,8.65337481191842,8.05116975300159,8.03576576362213,8.13420462977592,7.97019717979221,9.19681483335702,8.55940522864979
novel:OW982302.1_30840,4.30930458591999,3.59510652024623,5.15741139661886,4.08067069965867,6.00731666994937,5.32424813888509,3.67438651077084,3.37403529640553,3.90381053709367,5.39107915524401,5.27123024517381,5.20495014397653
known:OW982302.1_30394,8.59825933593843,8.43693422603634,8.44732067218184,9.01840137610559,10.0018729538538,9.23744355376312,8.44874107853432,8.80160525242008,8.97330753009489,8.84413380577743,9.72921756858706,9.9903280486464
known:OW982302.1_31021,7.44519928464285,7.10339774624378,7.37175323883097,6.94430064494038,7.00100004253184,6.6613938231142,7.23343970120339,7.19868281891879,6.69531109880573,6.57270751086843,7.08830806627238,6.4397230803944
known:OW982302.1_30549,12.017418817875,12.0669294829435,12.6546976863167,12.1719319413025,12.9955597786366,11.9331498069751,11.3221952900207,11.1136610844933,11.5648677509279,11.9089306702636,12.2312551370522,12.4734701007556
novel:OW982303.1_32745,6.29760471081626,6.08384042806708,5.43736841509405,4.51234972090374,4.54440341061572,3.79218107493132,4.35177778567358,5.84871457463605,6.55120084298452,6.22336860369131,5.97691351141558,6.00257881024093
known:OW982303.1_32813,13.5727389892768,13.5241996196986,13.4286887130928,13.4018258807091,15.0051084950545,13.729908219818,13.4450523983892,13.5442841218022,13.5273717744627,13.4000243672066,13.6476171511976,13.6900104650879
known:OW982303.1_32815,4.30930458591999,2.35517773020438,5.15741139661886,4.51234972090374,3.27367969038366,4.75269242218665,4.35177778567358,5.3880184547167,5.11565276732705,5.52538367273696,6.3444366431801,5.52234747829712
novel:OW982303.1_32885,8.80216841578212,8.94510314939447,9.49899045642264,8.8625016152856,11.5712715015854,9.29876959352194,9.25154750527008,8.7845265569047,8.65856780206216,9.16541983422334,9.31190036661537,9.45946260468256
known:OW982303.1_32887,15.0219322418352,15.1981015775388,15.9367447896086,15.0995518182876,17.1925359174652,15.274998031114,15.1219264572945,15.0410013713982,15.0994213128172,15.4468299547696,15.2688285225837,15.4893716436581
known:OW982303.1_32888,15.0055749643322,15.1789882414411,15.9229671668321,15.0907947206571,17.1887583210021,15.2639882920746,15.1016642923105,15.0215448631884,15.0855902852885,15.4339448084646,15.254736621,15.4792305142596
