,NCT_48_38_33_101_smRNA_S34,NCT_48_38_33_102_smRNA_S35,NCT_48_38_38_61_smRNA_S45,NCT_48_38_38_62_smRNA_S46,NCT_48_38_43_51_smRNA_S32,NCT_48_38_43_52_smRNA_S33,RBC2_48_38_33_101_smRNA_S27,RBC2_48_38_33_102_smRNA_S28,RBC2_48_38_38_12_smRNA_S38,RBC2_48_38_38_14_smRNA_S39,RBC2_48_38_43_22_smRNA_S40,RBC2_48_38_43_24_smRNA_S41
known:OW982303.1_32889,14.1667598679855,14.3014749847766,14.4962483711339,13.8722577393085,15.9959756990747,14.1108971103055,14.2680159417083,14.2263201655293,14.0878445731933,14.2699535844756,14.0684054933309,14.3105103613542
known:OW982303.1_32504,13.2898346928119,13.2496397999893,13.2444008789236,13.2431525543058,13.6339309114206,13.0099038179677,13.0567096743209,13.1094470339114,13.2954221154363,13.2946320292409,12.9767201618467,13.0135608323546
known:OW982303.1_32506,11.3409262382543,11.4400492411442,11.6609589007193,11.3420760260233,10.9982688086606,11.3442909419253,11.2240964852322,11.2934389732705,11.5881360760526,11.5654339317369,11.3694330681664,11.465536090604
novel:OW982303.1_32508,9.44387304304507,9.45517637202738,8.94917574449774,9.63654568926749,10.4118976995373,9.2786158473975,8.85848724131043,9.27497909704958,9.20769060785434,8.88218520307078,8.99631857999295,8.50637681739144
novel:OW982303.1_33145,5.38851855218823,4.25192909846176,5.43736841509405,3.4618379608335,5.37687293946055,4.49764268938669,2.35517773020438,3.965229272218,3.90381053709367,3.7338838569628,3.48644162662727,3.82712566668042
known:OW982304.1_31272,5.38851855218823,5.32037903957003,5.43736841509405,5.1137639701958,5.20938513401846,5.73253523451089,3.67438651077084,4.38337244459844,4.63339910631704,4.42580786809393,6.11009822127329,5.65819991856283
known:OW982304.1_31734,10.9158948332397,10.8216580439944,10.1978500844146,10.8366577103818,11.04566535419,11.2123932234595,11.0988461006902,11.1441077853166,10.9334702548869,10.8287927670296,11.0175849475642,10.8760836170302
novel:OW982304.1_31742,5.82269812918199,5.92745502337692,5.43736841509405,5.1137639701958,4.54440341061572,4.75269242218665,6.35092654610775,5.71087395889823,6.00506752426653,5.24297634975308,5.48252811098159,4.22739294147034
novel:OW982305.1_26408,6.15599073339634,6.08384042806708,5.67172802883672,6.0030281475859,5.01986755610608,4.18760935132265,5.15864634662516,4.97143394723268,5.30730479783796,4.42580786809393,4.72444027218497,3.82712566668042
known:OW982305.1_26500,6.6542968901131,5.92745502337692,6.05010149594046,6.6372800618016,5.52692330734434,4.49764268938669,5.15864634662516,7.0350254067467,7.05729062047229,7.2134638829205,5.48252811098159,4.22739294147034
known:OW982305.1_26994,11.9837575989299,11.999785639987,11.0771357411362,11.8669110452245,11.1791722917946,11.687789945448,12.2062947564669,12.1788772874583,12.2516754382373,11.760209145437,11.8231099292912,11.7215585692846
known:OW982305.1_26995,8.77820111769356,8.98532906098066,8.3827155949447,8.28544688549958,9.45524286109491,8.01395435942724,8.73440137672066,8.7845265569047,8.67604701941844,8.90700643362266,8.07728831533133,8.20734586871257
known:OW982305.1_26998,11.6978534336993,11.6264692573877,11.0617424385301,11.8369674015998,11.5755836990249,11.3247674341721,12.0353968273961,12.0219594665579,11.7761461994919,11.4328430297,11.692463520174,11.6540868025355
known:OW982305.1_26999,13.0393944846197,13.0196122766591,12.1107592938819,13.0183969739556,12.1003747225012,12.7881697790995,13.2078486080551,13.2015931073782,13.2954221154363,12.7760854312877,12.9983608853608,12.7156064660369
known:OW982305.1_27002,8.91637305307517,8.98532906098066,8.44732067218184,8.82544419071551,7.32166148637116,7.93888989371123,9.03718731325652,8.60160297364999,8.77669563604558,8.59198221220958,7.90467641695873,7.77093987838062
known:OW982305.1_27003,9.616004260643,9.27218512629185,7.77560518795965,9.39235790853286,8.02331076574478,9.30874186372153,9.13858635242112,9.39236054258617,9.06903133114042,9.01370213891945,9.1040448025761,8.6105534080034
known:OW982305.1_27007,6.75596798443504,6.47141146109163,6.05010149594046,6.2467511289448,6.36708277318744,6.53116439500078,6.05143176205015,6.97607000413364,7.34642130230612,6.14206724677453,6.68057058133024,6.28038863760697
known:OW982306.1_33257,8.59825933593843,8.70125270553534,8.13066976141262,9.15908527245459,10.0645750564332,9.2581765698244,8.56987217593634,8.39207147628091,8.77669563604558,8.59198221220958,9.27691234544796,9.13783073288096
known:OW982306.1_33979,6.94005051801196,6.35342344206361,4.80972127235726,6.6372800618016,6.10601172272843,6.99360516941651,6.70841624517957,6.19735995291713,7.20908696159145,7.08883624518843,7.50592675274562,6.94383263609116
known:OW982306.1_33980,6.94005051801196,6.35342344206361,4.80972127235726,6.6372800618016,6.10601172272843,6.99360516941651,6.70841624517957,6.19735995291713,7.20908696159145,7.08883624518843,7.50592675274562,6.94383263609116
known:OW982306.1_33991,10.4837232639498,10.4061284894535,10.7586097123578,10.4245147246497,10.1766861548736,9.84939953110993,10.0819830937558,10.1067189180404,10.2014349375269,10.4440158807152,9.51171759414385,9.78301279746179
known:OW982306.1_33992,10.5130628943088,10.4061284894535,10.7586097123578,10.4306968221235,10.1766861548736,9.84939953110993,10.0819830937558,10.1067189180404,10.2014349375269,10.4608773868362,9.51171759414385,9.78301279746179
novel:OW982306.1_33995,2.35517773020439,2.35517773020438,5.43736841509405,2.35517773020438,5.20938513401846,3.24565509965038,2.35517773020438,4.38337244459844,3.90381053709367,5.39107915524401,4.34659126763615,5.01553263417108
known:OW982306.1_33997,11.9837575989299,11.9421938007298,11.285851323053,11.705471695514,11.6693491244919,12.1315909275404,12.3379111750532,12.5398218570657,12.3878484788106,12.329621214078,12.8721796199722,12.8896217714326
known:OW982306.1_34000,12.9497003700999,12.863802160596,12.2598501144822,12.9501029988584,12.9963641253433,13.3620498584782,13.6200634577314,13.6929874445566,13.5104203396821,13.2679339159916,14.0658455619117,14.0035788852377
known:OW982306.1_34006,5.99894779568918,6.35342344206361,7.30359065159624,6.54910579210114,7.40155781827637,7.88658536598952,5.15864634662516,5.3880184547167,6.47336143716952,6.37339618552626,7.37969236838824,7.31667841124206
novel:OW982306.1_34052,5.38851855218823,6.35342344206361,6.80890498036278,6.13003022481895,5.01986755610608,5.60884850625078,5.15864634662516,6.09024112344934,5.30730479783796,5.96427712422726,5.48252811098159,5.65819991856283
novel:OW982306.1_33361,5.82269812918199,5.75203334677251,5.15741139661886,5.53695752173142,5.52692330734434,5.15768653161205,4.81089992076025,5.19471057637358,5.476456956206,6.14206724677453,5.15271536977188,5.01553263417108
known:OW982307.1_34333,5.38851855218823,6.35342344206361,5.87328380337333,6.0030281475859,5.20938513401846,5.73253523451089,5.87459956190021,4.97143394723268,6.00506752426653,5.76145633121995,5.83017147092664,5.65819991856283
novel:OW982307.1_34911,5.10998548783128,5.32037903957003,5.15741139661886,5.34082263729168,4.2311365808927,5.15768653161205,5.67302492909387,5.55845875714385,5.476456956206,5.07791192690297,4.72444027218497,4.54038576839593
known:OW982307.1_35049,8.45443329242578,8.60125856543511,7.49911697460534,8.66689255546206,8.02331076574478,7.93888989371123,8.20870199434454,8.3462491352397,8.51054282346103,8.35999025487708,8.09346583079562,7.74064749542975
novel:OW982307.1_34694,9.70767992053477,9.5786359292446,11.3250610243497,10.8597511559839,14.0316625937793,13.3299707756094,10.5914490354827,10.4532069390539,11.8002573544056,11.9720422262899,12.5973382959469,12.8243194232066
known:OW982308.1_38879,9.51810540941772,9.45517637202738,13.3185906700788,12.4235837912417,13.7676174245136,12.8645219857126,9.21486782071202,8.45818655563476,10.6042918941402,11.0115602754181,13.0448577853124,13.1196202576654
known:OW982308.1_38882,5.99894779568918,6.08384042806708,7.07734759726694,6.8734513137247,6.65480220028423,7.30390142664112,4.81089992076025,5.55845875714385,5.88994752620411,5.96427712422726,7.0556517060399,7.04645871054417
known:OW982308.1_38897,5.38851855218823,6.35342344206361,6.34957542348669,5.34082263729168,4.2311365808927,5.60884850625078,6.70841624517957,6.63862894076843,5.76483869844943,5.76145633121995,4.88175298937926,5.3723598130583
novel:OW982308.1_39397,5.62188038366894,6.08384042806708,6.90404484046934,6.13003022481895,7.83471320852389,6.78083481617731,4.81089992076025,4.97143394723268,5.62784147696785,6.50928136710696,6.3444366431801,6.19359645136487
known:OW982309.1_35784,14.3932100793598,14.4888995297675,14.3623507820634,14.3700632981421,15.5660186981237,14.1226042768521,14.6149395886626,14.6036174266709,14.4990981165733,14.4856137670358,14.2301032400988,14.2693262490241
known:OW982309.1_35786,12.4364844191,12.4832935418586,12.5297371297364,12.4359295381163,12.9372735268899,12.4265340009394,12.7245987661938,12.6733905865882,12.6699738580406,12.6466642321955,12.5387305618604,12.6910640239672
known:OW982309.1_35790,10.8993243738173,10.7707808627241,10.4938805668218,10.9868592831131,12.547185759439,10.8385258718794,10.3757996864912,10.2873118883997,10.3880025989997,11.0868120725323,10.8348010732597,10.6173121235698
known:OW982309.1_35792,11.9732402835053,11.8140441896815,10.9152710018277,12.0903234133444,12.8712808072098,12.0237215416425,12.0870499441886,12.0201366719053,12.000841163658,11.312595190791,12.1022873643706,11.8099189639247
known:OW982309.1_35350,7.31798312367284,7.69482087767682,6.80890498036278,8.0487339159602,7.36216266319115,7.04223243224815,8.17090204063479,7.47902405918914,7.6939820038293,7.32817637471411,7.43151892232508,7.77093987838062
known:OW982309.1_35362,7.7214086003411,7.30756312697915,7.67127897296791,7.5997184152351,8.47498362413776,8.39712146694085,7.07873453524558,6.47793490451274,8.1592787137072,7.92230227198587,8.24598368797054,8.18502215801703
known:OW982309.1_35397,4.76449267458842,5.04391199573671,6.20759512980742,5.1137639701958,7.65077290939384,5.60884850625078,4.81089992076025,3.965229272218,4.31424181814116,5.07791192690297,5.38074407497759,4.22739294147034
novel:OW982310.1_37256,5.10998548783128,6.35342344206361,6.47882636465615,6.2467511289448,6.28519834787227,6.78083481617731,5.43863980407827,5.55845875714385,5.11565276732705,6.14206724677453,4.11263251715242,5.89666419418351
known:OW982310.1_37730,7.24990502668508,7.02837441527586,6.70704528140053,7.01183289839986,5.37687293946055,6.59774805680215,7.15815982150186,7.34565216218899,7.51129762567714,7.3998783280396,7.59951961603157,7.35717502226298
known:OW982310.1_37733,10.2939289555937,10.4923992479209,10.5090934387881,10.2467210668973,10.4916447535768,9.97369374195763,10.6056861256896,10.3291365050665,10.317358359198,10.6043690890644,10.1211898753356,10.1017753563422
known:OW982311.1_36363,11.0620119802504,11.0426736523892,10.1501279177402,10.3151512070894,11.6408252988528,10.5749208775728,11.7547265284826,11.6986528042055,10.9370993245429,11.0342691880509,11.3049010624718,11.4975908161086
known:OW982311.1_36874,7.44519928464285,7.17471179460321,7.82506916989685,7.94889262917967,8.94383574392563,8.08530557372621,7.37315025350549,7.71365261513164,8.10868703795713,7.3998783280396,7.72942398502163,7.50866919315188
known:OW982311.1_36384,11.0319229518286,11.0756526672607,10.7264297039256,11.2987952866498,11.3525177729946,11.6052346491116,10.9280834064397,10.8884021106041,11.1270058686027,10.7926207175848,11.3083704156079,11.2076450547726
known:OW982311.1_36985,4.76449267458842,5.55229020233154,5.67172802883672,6.8734513137247,5.20938513401846,5.15768653161205,6.05143176205015,5.19471057637358,5.62784147696785,6.05590919376981,6.28932309175733,5.01553263417108
known:OW982311.1_36636,8.75382891807109,8.90372339073655,8.6530577175934,9.55965225720373,9.39795651537969,9.5036568943705,8.38413503402932,8.4795683283382,9.06903133114042,8.86961258769899,9.18176153158147,9.04171754941224
known:OW982311.1_36638,9.13971981129057,9.25583422050532,8.94917574449774,9.12898632114468,9.17738656779838,9.16243764116704,8.92811907725649,8.65895563025701,9.13371453549546,8.81819695275407,9.33929240506493,9.20593388174713
novel:OW982312.1_37957,10.4762941692334,10.3609781047068,10.3150094020478,10.5028866440025,10.4452702525658,9.97994808577651,10.5985851426756,10.4532069390539,10.5905316881785,10.4981103222707,10.509669719179,10.6664818708634
known:OW982312.1_38440,10.5275119497427,10.6817831795625,10.2975926399274,10.9952259826373,8.87552869811137,10.6708239441644,10.9890900000684,11.1068069960338,11.0850958561215,10.8058793606873,10.870443762083,10.9071010680931
known:OW982312.1_38000,6.54491380515253,5.55229020233154,5.43736841509405,6.4551896777991,7.14722867405783,6.53116439500078,6.59880924355286,5.97452630655611,6.00506752426653,6.44293803678787,5.38074407497759,4.54038576839593
known:OW982312.1_38543,5.99894779568918,6.22491960432683,2.35517773020439,5.53695752173142,4.2311365808927,5.32424813888509,5.87459956190021,5.19471057637358,5.476456956206,4.42580786809393,4.11263251715242,4.22739294147034
known:OW982312.1_38546,11.4088405153223,11.1702941888419,10.4938805668218,11.6187841736508,12.8756589197822,11.8243950747252,11.3895703125208,11.3583598550097,11.4063442160202,10.7417864757634,11.72527792028,11.4040477067484
known:OW982312.1_38160,16.0722785682805,16.3432815250751,17.0645467523337,16.3228977808211,16.0348595692775,16.069568477526,16.8101705651133,16.7088585473574,16.3702068006972,16.8302263906818,16.5656527835193,16.6320833282555
known:OW982313.1_39842,5.62188038366894,5.32037903957003,5.43736841509405,4.84417136058,4.2311365808927,3.79218107493132,5.87459956190021,5.71087395889823,5.30730479783796,6.30033170994982,5.38074407497759,5.20495014397653
known:OW982313.1_39873,11.0268465325054,10.6192471361215,9.58764556252435,11.3583827414291,9.9889987551929,11.6293078336338,11.65214608128,11.5423315468889,11.8569145486343,11.3172322238733,12.1639094091973,11.8117414061448
novel:OW982313.1_39729,9.13971981129057,9.17117879281166,9.28588798940897,8.76800977711043,7.40155781827637,6.14248912204078,9.15803816458038,9.28715644576102,8.08270996586264,8.80505154390076,6.68057058133024,6.19359645136487
known:OW982314.1_40988,11.2304497165879,11.0895589714186,10.5828407352408,10.8036929778084,9.69607323538568,10.5872632396354,11.6725778799581,11.5474027649454,11.2488146439914,11.5158689202304,10.7039414031338,10.9639301427903
known:OW982314.1_40990,12.6595068181188,12.7384838937777,12.905232132501,12.1019915667766,14.4022643518423,12.4870674858882,12.6372040861905,12.6238399581809,12.6075791883331,12.7106243646354,12.4652615648845,12.6468285407157
known:OW982314.1_41004,13.9552584072559,14.0431858602895,13.675352055534,13.7533634046924,12.7090222615342,13.7894294493344,14.141806858143,14.1850227375281,14.1213264033562,14.1982368797775,14.0681497044987,14.1715924086616
novel:OW982315.1_40718,4.30930458591999,5.55229020233154,3.67352285587634,3.4618379608335,4.2311365808927,4.75269242218665,5.15864634662516,3.965229272218,5.476456956206,5.24297634975308,4.34659126763615,3.82712566668042
known:OW982315.1_40523,6.54491380515253,6.08384042806708,10.5756333509191,9.6682854884547,9.13126192990224,8.7146636669982,5.43863980407827,6.29707207870117,8.47103543133592,8.14730215189821,8.98768896101648,9.10253437740184
novel:OW982315.1_40541,6.29760471081626,6.08384042806708,6.20759512980742,6.13003022481895,5.78702366012745,5.15768653161205,4.35177778567358,4.70716073934182,5.476456956206,5.39107915524401,4.34659126763615,4.54038576839593
known:OW982315.1_40545,11.7846217616146,11.7715451059582,12.0286885648275,11.6693293063264,11.9884001913644,11.3223083135101,11.7925559232721,11.7741370447762,11.6579714748498,12.0140619353632,11.2979372264227,11.3169060779896
known:OW982315.1_40548,10.8769301464605,10.567190177298,10.7133539925363,10.6742016721055,11.3474832673557,10.9090510209137,10.7147911279389,10.9586059885719,10.9834648456387,10.8091750695866,10.9525564331602,10.8046710114388
novel:OW982316.1_42309,2.35517773020439,3.59510652024623,4.35069762658254,4.51234972090374,6.58807116015451,4.18760935132265,3.67438651077084,3.37403529640553,3.32801658621001,3.20331511414305,5.57760196228407,5.3723598130583
novel:OW982316.1_42310,3.64052474178002,3.59510652024623,4.35069762658254,3.4618379608335,6.58807116015451,4.49764268938669,3.67438651077084,3.965229272218,3.32801658621001,4.12093558131704,5.48252811098159,5.3723598130583
novel:OW982316.1_42312,3.64052474178002,5.32037903957003,6.20759512980742,4.84417136058,7.36216266319115,5.8464501707397,4.81089992076025,3.965229272218,6.00506752426653,6.22336860369131,6.04504221595604,5.78235345284986
known:OW982316.1_42151,9.13971981129057,9.32015451898585,9.32079243572276,9.20308806532954,8.84727383985234,8.50514290873447,9.19617223553588,8.88409159576267,8.72724885989186,9.0022293294941,8.33031012028484,8.6105534080034
known:OW982316.1_42152,9.13971981129057,9.32015451898585,9.32079243572276,9.20308806532954,8.84727383985234,8.50514290873447,9.19617223553588,8.88409159576267,8.72724885989186,9.0022293294941,8.33031012028484,8.6105534080034
known:OW982317.1_41863,14.2121903934237,14.2697631852361,14.5810235854886,13.9523247468046,16.0999209616215,14.2060049757917,14.3384407353276,14.2251338928744,14.1726392811539,14.333989675945,14.138786539752,14.3787939868282
known:OW982317.1_41865,12.9212571673429,13.0542988811623,13.3378887958191,12.6992540946496,14.4438406674997,12.8146554162897,12.9166997222631,12.885478501694,12.8366191182822,12.9908489471057,12.8419765415368,13.0587674226565
known:OW982317.1_41877,3.64052474178002,4.70159748871608,5.15741139661886,4.08067069965867,3.27367969038366,3.24565509965038,2.35517773020438,4.70716073934182,5.476456956206,5.52538367273696,5.75079510937551,5.65819991856283
known:OW982317.1_41916,10.9750750171545,11.0803030117231,10.1789502216914,11.1827171837715,8.681130617798,10.3993922700623,11.6589888823753,11.5063249476726,11.2133395655832,11.9181174062787,10.6665831492246,10.6173121235698
known:OW982317.1_41918,9.42855696564462,9.23929587394539,9.23189496413433,9.23169490379277,9.24392113533064,8.5223855366541,10.1418260827901,10.1998393324751,10.042062434624,10.0902019216464,9.45650098299915,9.38307503336093
novel:OW982317.1_41730,5.38851855218823,5.55229020233154,5.43736841509405,4.51234972090374,5.20938513401846,6.38800234232211,5.15864634662516,5.55845875714385,5.76483869844943,5.76145633121995,5.83017147092664,6.36225439817464
novel:OW982317.1_41789,6.54491380515253,7.59436402632754,7.37175323883097,7.19731043771228,7.32166148637116,6.94328153966845,7.07873453524558,6.85039885414147,6.76230451843221,7.13158623952535,7.37969236838824,7.50866919315188
known:OW982318.1_43175,7.50483387319348,7.24266613140215,7.15676995953478,7.46163076185162,6.71858261097088,6.31071559774176,6.99468055337443,7.09166589913266,6.94642468861357,6.57270751086843,7.0556517060399,6.4397230803944
novel:OW982318.1_42875,3.64052474178002,4.70159748871608,3.67352285587634,4.08067069965867,2.35517773020438,3.79218107493132,2.35517773020438,4.38337244459844,3.90381053709367,4.12093558131704,5.75079510937551,5.3723598130583
known:OW982319.1_40269,3.64052474178002,3.59510652024623,4.35069762658254,5.1137639701958,3.83041996457752,5.47355485991906,3.67438651077084,2.35517773020439,3.90381053709367,4.42580786809393,5.66679592046525,6.5132430460891
novel:OW982319.1_40366,4.30930458591999,3.59510652024623,2.35517773020439,2.35517773020438,5.01986755610608,5.60884850625078,4.81089992076025,2.35517773020439,3.32801658621001,2.35517773020438,5.48252811098159,4.22739294147034
novel:OW982320.1_41483,9.31653456218746,9.42624462828498,9.51414982274435,9.01840137610559,9.45524286109491,6.78083481617731,8.54052946708481,8.3462491352397,7.79342902749765,7.50116231312648,6.54597675199088,6.28038863760697
novel:OW982320.1_41282,2.35517773020439,2.35517773020438,4.80972127235726,5.70959099290234,5.66282717828648,5.32424813888509,3.67438651077084,4.97143394723268,5.11565276732705,5.07791192690297,5.66679592046525,6.00257881024093
novel:OW982320.1_41385,6.94005051801196,7.30756312697915,8.97131378157483,9.06683641287495,11.7440431839078,10.0647759116781,7.30498551274029,6.91460237651919,9.20769060785434,9.29330637623261,10.0852384694604,9.69095703011558
novel:OW982321.1_43195,7.90967496012243,7.24266613140215,8.62540284189688,8.0487339159602,10.0522507540454,8.74435858168697,7.56021880989839,7.47902405918914,7.58716908147044,7.62601454038858,8.6143956909231,8.82784599970488
known:OW982324.1_46568,5.82269812918199,6.58047530822574,6.99329689021165,6.54910579210114,7.74567257117781,5.73253523451089,5.67302492909387,6.09024112344934,6.11167646974795,5.86642798301987,5.66679592046525,6.88964546201348
novel:OW982326.1_36224,4.76449267458842,3.59510652024623,4.35069762658254,4.84417136058,5.90137080483114,5.15768653161205,5.67302492909387,5.71087395889823,6.47336143716952,6.30033170994982,6.04504221595604,6.1012467459539
