,NCT_72_33_32_smRNA_S31,NCT_72_33_53_smRNA_S44,NCT_72_38_71_smRNA_S47,NCT_72_38_73_smRNA_S48,NCT_72_43_21_smRNA_S29,NCT_72_43_22_smRNA_S30,RBC2_72_38_11_smRNA_S25,RBC2_72_38_12_smRNA_S26,RBC2_72_43_41_smRNA_S42,RBC2_72_43_42_smRNA_S43
known:OW982291.1_2296,8.93416050430845,8.92343083016135,8.53957973975803,9.17838580490928,8.78859572740919,7.98052559420934,8.88365487908986,9.00674585504414,8.80884412639008,8.49078019791733
known:OW982291.1_2298,9.84327959861953,10.0325636207899,9.82152845525427,9.1132556332332,9.52038869832313,9.26790159769974,9.72075826050819,9.23954560837295,9.28389931223306,9.57589726964108
known:OW982291.1_2300,14.277854150841,14.8582371896339,14.6060967717498,14.610565552638,14.3271666210663,14.5187925244687,14.8519498183365,14.8090411774795,14.6908939920313,14.7159014373304
novel:OW982291.1_5831,6.25659937935735,5.97951857831161,7.28122175584846,6.40842797827581,6.87249306042571,6.55509643176418,7.43912882071131,7.89173917727875,7.54017655983425,7.04798918401425
novel:OW982291.1_2437,4.37070739095092,5.77212570422563,3.65753245049179,1.98428374255877,1.98428374255877,2.9183324951733,4.00627963156225,4.11283159807786,4.21183999590118,1.98428374255877
novel:OW982291.1_6047,6.45306128609913,5.65605942642612,4.41152499575613,4.65929271230995,3.49325335230059,3.4806238166822,5.00991322839769,3.80377960269855,3.49103799263235,3.49726023905537
known:OW982291.1_2498,8.75951827638633,9.31653515072385,8.78596809102868,8.92366602727729,8.57033460059869,8.79288648532819,9.15288364887467,9.01607249326755,8.86629026658085,8.9310478867226
known:OW982291.1_2499,12.9670481370711,12.505982460903,11.5699158592819,12.2973898040331,12.5916173447963,12.1980580575727,12.3754594645596,12.438819130238,12.4718065598349,12.5456373370239
novel:OW982291.1_6215,6.70519568471235,6.24357278687141,6.27774378100969,6.89533793931585,6.12298377464966,6.31507438770324,6.65623504693911,6.33431658405167,6.62479476602237,6.96571226834435
novel:OW982291.1_6348,6.02910209414663,5.52983207184591,5.56281172374104,3.64172743596065,5.05196855449731,3.88419071189312,5.33256694574467,4.36721764688861,4.88073966251271,5.2081574612297
novel:OW982291.1_6374,6.62594796659867,7.24611914432572,5.68929490066139,4.06557430611049,3.89850398894404,5.32146737274346,4.32966226356475,5.56461091854607,5.78045575906817,5.34463573838801
novel:OW982291.1_3027,5.4261289659074,4.3822618834823,3.65753245049179,5.54167589173698,2.92766762638965,3.4806238166822,5.00991322839769,4.9376500046875,4.88073966251271,5.05740645831803
known:OW982291.1_3058,7.7163544386796,7.80493040254619,6.501130765301,6.17304590908873,6.62807475599188,6.66162407229081,7.05705399277795,7.32875937971573,6.62479476602237,6.40340511387185
known:OW982291.1_6720,12.2472035802089,12.2284026498616,11.8133208964032,12.5744198227861,12.587342900909,11.9695864121541,12.3589206838229,12.6414869579148,12.4773479840248,12.4730371857503
known:OW982291.1_6721,8.08562997734586,8.16485371663979,7.91989178116672,8.56625423391551,8.66423785954903,8.09901062137612,8.65710426375453,8.7846434176285,8.66085439795921,8.84160437916524
known:OW982291.1_6724,10.6629342176607,10.948905363895,10.8525664265282,11.3792309648187,12.3394822813229,11.7771446496127,11.5013373964781,11.8152821833101,11.6186822402119,11.5720157983104
known:OW982291.1_6727,12.9324716569386,12.2372657114853,12.0335007163373,12.8876655911198,12.9084002986336,12.386535006493,12.9007430219179,13.0121221393818,12.8181256194787,12.7878596501586
novel:OW982291.1_3369,8.30501742631149,7.43405637165918,4.90418801692438,6.25584769853227,5.46369130935329,5.18523905352547,6.59729305270367,7.49806559056696,5.5752689198612,6.05113511059414
novel:OW982291.1_3395,4.37070739095092,1.98428374255877,3.65753245049179,4.39276231858477,1.98428374255877,1.98428374255877,2.99898486718363,1.98428374255877,3.89599448913496,3.49726023905537
novel:OW982291.1_6827,6.35817195148721,4.8729704847982,7.32084400308693,6.54640357366417,4.88369807364321,5.8580434594966,6.76735223121341,6.55512341581727,7.32756895654419,7.04798918401425
